OBJECTID,NAME_PY,NAME_CH,NAME_FT,X_COORD,Y_COORD,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,CNTY_PY,CNTY_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE
218,Qimen Xian,祁门县,祁門縣,117.706978,29.854147,安徽祁门县县治祁山县,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Huizhou Fu,徽州府,,祁门县,120004,POINT,121218,FROM_AC,孟刚,孟刚,,2002/12/10
219,Yi Xian,黟县,黟縣,117.930214,29.933117,安徽黟县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Huizhou Fu,徽州府,,黟县,120004,POINT,121219,FROM_AC,孟刚,孟刚,,2002/12/10
220,Jixi Xian,绩溪县,績溪縣,118.584107,30.077772,安徽绩溪县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Huizhou Fu,徽州府,,绩溪县,120004,POINT,121220,FROM_AC,孟刚,孟刚,,2002/12/10
221,Wuyuan Xian,婺源县,婺源縣,117.844589,29.244728,江西婺源县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Huizhou Fu,徽州府,,婺源县,120004,POINT,121221,FROM_AC,孟刚,孟刚,,2002/12/10
222,Xuancheng Xian,宣城县,宣城縣,118.742500,30.946941,安徽宣州市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Ningguo Fu,宁国府,,宣城县,120004,POINT,121222,FROM_AC,孟刚,孟刚,,2002/12/10
223,Ningguo Xian,宁国县,寧國縣,118.977539,30.619968,安徽宁国县县治河沥溪镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Ningguo Fu,宁国府,,宁国县,120004,POINT,121223,FROM_AC,孟刚,孟刚,,2002/12/10
224,Jing Xian,泾县,涇縣,118.406586,30.686710,安徽泾县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Ningguo Fu,宁国府,,泾县,120004,POINT,121224,FROM_AC,孟刚,孟刚,,2002/12/10
225,Taiping Xian,太平县,太平縣,118.191330,30.309418,安徽黄山市仙源镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Ningguo Fu,宁国府,,太平县,120004,POINT,121225,FROM_AC,孟刚,孟刚,,2002/12/10
226,Jingde Xian,旌德县,旌德縣,118.538772,30.291025,安徽旌德县县治旌阳镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Ningguo Fu,宁国府,,旌德县,120004,POINT,121226,FROM_AC,孟刚,孟刚,,2002/12/10
227,Nanling Xian,南陵县,南陵縣,118.332405,30.924437,安徽南陵县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Ningguo Fu,宁国府,,南陵县,120004,POINT,121227,FROM_AC,孟刚,孟刚,,2002/12/10
228,Guichi Xian,贵池县,貴池縣,117.481834,30.654661,安徽贵池市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chizhou Fu,池州府,,贵池县,120004,POINT,121228,FROM_AC,孟刚,孟刚,,2002/12/10
229,Qingyang Xian,青阳县,青陽縣,117.863052,30.636639,安徽青阳县县治蓉城镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chizhou Fu,池州府,,青阳县,120004,POINT,121229,FROM_AC,孟刚,孟刚,,2002/12/10
230,Tongling Xian,铜陵县,銅陵縣,117.787499,30.953846,安徽铜陵县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chizhou Fu,池州府,,铜陵县,120004,POINT,121230,FROM_AC,孟刚,孟刚,,2002/12/10
231,Shidai Xian,石埭县,石埭縣,117.945084,30.374228,安徽石台县广阳,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chizhou Fu,池州府,,石埭县,120004,POINT,121231,FROM_AC,孟刚,孟刚,,2002/12/10
232,Dongliu Xian,东流县,東流縣,116.911415,30.213217,安徽东至县东流镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chizhou Fu,池州府,,东流县,120004,POINT,121232,FROM_AC,孟刚,孟刚,,2002/12/10
233,Dangtu Xian,当涂县,當涂縣,118.483437,31.555685,安徽当涂县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Taiping Fu,太平府,,当涂县,120004,POINT,121233,FROM_AC,孟刚,孟刚,,2002/12/10
234,Wuhu Xian,芜湖县,蕪湖縣,118.362618,31.334949,安徽芜湖市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Taiping Fu,太平府,,芜湖县,120004,POINT,121234,FROM_AC,孟刚,孟刚,,2002/12/10
235,Fanchang Xian,繁昌县,繁昌縣,118.194275,31.090563,安徽繁昌县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Taiping Fu,太平府,,繁昌县,120004,POINT,121235,FROM_AC,孟刚,孟刚,,2002/12/10
236,Jianping Xian,建平县,建平縣,119.181473,31.134151,安徽郎溪县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Guangde Zhou,广德州,,建平县,120004,POINT,121236,FROM_AC,孟刚,孟刚,,2002/12/10
237,Xinhua Xian,新化县,新化縣,111.294724,27.748905,湖南新化县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Baoqing Fu,宝庆府,,新化县,120006,POINT,121237,FROM_AC,孟刚,孟刚,,2002/10/11
238,Wugang Zhou,武冈州,武岡州,110.622291,26.730705,湖南武冈县县治,Zhou,州,6,1911,9,1911,9,,,Hunan,湖南,Baoqing Fu,宝庆府,,武冈州,120006,POINT,121238,FROM_AC,孟刚,孟刚,,2002/10/11
239,Xinning Xian,新宁县,新寧縣,110.844429,26.433083,湖南新宁县县治金石镇,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Baoqing Fu,宝庆府,,新宁县,120006,POINT,121239,FROM_AC,孟刚,孟刚,,2002/10/11
240,Chengbu Xian,城步县,城步縣,110.309219,26.360613,湖南城步县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Baoqing Fu,宝庆府,,步城县,120006,POINT,121240,FROM_AC,孟刚,孟刚,,2002/10/11
241,Huaining Xian,怀宁县,懷寧縣,117.034676,30.512295,安徽安庆市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Anqing Fu,安庆府,,怀宁县,120004,POINT,121241,FROM_AC,孟刚,孟刚,,2002/12/10
242,Tongcheng Xian,桐城县,桐城縣,116.938606,31.052280,安徽桐城县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Anqing Fu,安庆府,,桐城县,120004,POINT,121242,FROM_AC,孟刚,孟刚,,2002/12/10
243,Qianshan Xian,潜山县,潛山縣,116.567200,30.630346,安徽潜山县梅城镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Anqing Fu,安庆府,,潜山县,120004,POINT,121243,FROM_AC,孟刚,孟刚,,2002/12/10
244,Susong Xian,宿松县,宿松縣,116.114197,30.151213,安徽宿松县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Anqing Fu,安庆府,,宿松县,120004,POINT,121244,FROM_AC,孟刚,孟刚,,2002/12/10
245,Wangjiang Xian,望江县,望江縣,116.674332,30.123537,安徽望江县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Anqing Fu,安庆府,,望江县,120004,POINT,121245,FROM_AC,孟刚,孟刚,,2002/12/10
246,Hefei Xian,合肥县,合肥縣,117.276459,31.864456,安徽合肥市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Luzhou Fu,庐州府,,合肥县,120004,POINT,121246,FROM_AC,孟刚,孟刚,,2002/12/10
247,Lujiang Xian,庐江县,廬江縣,117.288353,31.253363,安徽庐江县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Luzhou Fu,庐州府,,庐江县,120004,POINT,121247,FROM_AC,孟刚,孟刚,,2002/12/10
248,Shucheng Xian,舒城县,舒城縣,116.938538,31.456448,安徽舒城县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Luzhou Fu,庐州府,,舒城县,120004,POINT,121248,FROM_AC,孟刚,孟刚,,2002/12/10
249,Wuwei Zhou,无为州,無為州,117.911316,31.298515,安徽无为县县治,Zhou,州,6,1911,9,1911,9,,,Anhui,安徽,Luzhou Fu,庐州府,,无为州,120004,POINT,121249,FROM_AC,孟刚,孟刚,,2002/12/10
250,Chao Xian,巢县,巢縣,117.864845,31.601736,安徽巢湖市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Luzhou Fu,庐州府,,巢县,120004,POINT,121250,FROM_AC,孟刚,孟刚,,2002/12/10
251,Fengyang Xian,凤阳县,鳳陽縣,117.537746,32.865348,安徽凤阳县县治西,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,凤阳县,120004,POINT,121251,FROM_FD,孟刚,孟刚,,2002/12/10
252,Huaiyuan Xian,怀远县,懷遠縣,117.193558,32.956650,安徽怀远县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,怀远县,120004,POINT,121252,FROM_AC,孟刚,孟刚,,2002/12/10
253,Dingyuan Xian,定远县,定遠縣,117.675690,32.530247,安徽定远县县治定城镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,定远县,120004,POINT,121253,FROM_AC,孟刚,孟刚,,2002/12/10
254,Shou Zhou,寿州,壽州,116.777115,32.575748,安徽寿县县治,Zhou,州,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,寿州,120004,POINT,121254,FROM_AC,孟刚,孟刚,,2002/12/10
255,Su Zhou,宿州,宿州,116.971397,33.642368,安徽宿州市市治,Zhou,州,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,宿州,120004,POINT,121255,FROM_AC,孟刚,孟刚,,2002/12/10
256,Lingbi Xian,灵壁县,靈壁縣,117.551811,33.545761,安徽灵壁县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,灵壁县,120004,POINT,121256,FROM_AC,孟刚,孟刚,,2002/12/10
257,Fengtai Xian,凤台县,鳳臺縣,116.720093,32.705585,安徽凤台县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Fengyang Fu,凤阳府,,凤台县,120004,POINT,121257,FROM_AC,孟刚,孟刚,,2002/12/10
258,Fuyang Xian,阜阳县,阜陽縣,115.809013,32.903057,安徽阜阳市市治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,阜阳县,120004,POINT,121258,FROM_AC,孟刚,孟刚,,2002/12/10
259,Yingshang Xian,颍上县,潁上縣,116.252510,32.638569,安徽颍上县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,颍上县,120004,POINT,121259,FROM_AC,孟刚,孟刚,,2002/12/10
260,Huoqiu Xian,霍丘县,霍丘縣,116.260689,32.338554,安徽霍邱县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,霍邱县,120004,POINT,121260,FROM_AC,孟刚,孟刚,,2002/12/10
261,Bo Zhou,亳州,亳州,115.770905,33.879292,安徽亳州市市治,Zhou,州,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,亳州,120004,POINT,121261,FROM_AC,孟刚,孟刚,,2002/12/10
262,Woyang Xian,涡阳县,渦陽縣,116.211235,33.510410,安徽涡阳县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,涡阳县,120004,POINT,121262,FROM_AC,孟刚,孟刚,,2002/12/10
263,Taihe Xian,太和县,太和縣,115.608963,33.165440,安徽太和县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,太和县,120004,POINT,121263,FROM_AC,孟刚,孟刚,,2002/12/10
264,Mengcheng Xian,蒙城县,蒙城縣,116.555748,33.268639,安徽蒙城县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Yingzhou Fu,颍州府,,蒙城县,120004,POINT,121264,FROM_AC,孟刚,孟刚,,2002/12/10
265,Quanjiao Xian,全椒县,全椒縣,118.264374,32.098347,安徽全椒县县治襄河镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chu Zhou,滁州,,全椒县,120004,POINT,121265,FROM_AC,孟刚,孟刚,,2002/12/10
266,Lai'an Xian,来安县,來安縣,118.426872,32.452389,安徽来安县县治新安镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Chu Zhou,滁州,,来安县,120004,POINT,121266,FROM_AC,孟刚,孟刚,,2002/12/10
267,Hanshan Xian,含山县,含山縣,118.103004,31.720116,安徽含山县县治环峰镇,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,He Zhou,和州,,含山县,120004,POINT,121267,FROM_AC,孟刚,孟刚,,2002/12/10
268,Huoshan Xian,霍山县,霍山縣,116.320114,31.407783,安徽霍山县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Liu'an Zhou,六安州,,霍山县,120004,POINT,121268,FROM_AC,孟刚,孟刚,,2002/12/10
269,Yingshan Xian,英山县,英山縣,115.669449,30.742138,湖北英山县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Liu'an Zhou,六安州,,英山县,120004,POINT,121269,FROM_AC,孟刚,孟刚,,2002/12/10
270,Wuhe Xian,五河县,五河縣,117.882530,33.139736,安徽五河县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Si Zhou,泗州,,五河县,120004,POINT,121270,FROM_AC,孟刚,孟刚,,2002/12/10
271,Xuyi Xian,盱眙县,盱眙縣,118.495338,33.014736,江苏盱眙县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Si Zhou,泗州,,盱眙县,120004,POINT,121271,FROM_AC,孟刚,孟刚,,2002/12/10
272,Tianchang Xian,天长县,天長縣,118.998154,32.690521,安徽天长县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Si Zhou,泗州,,天长县,120004,POINT,121272,FROM_AC,孟刚,孟刚,,2002/12/10
273,Taihu Xian,太湖县,太湖縣,116.265076,30.420059,安徽太湖县县治,Xian,县,6,1911,9,1911,9,,,Anhui,安徽,Anqing Fu,安庆府,,太湖县,120004,POINT,121273,FROM_AC,孟刚,孟刚,,2002/12/10
274,Baling Xian,巴陵县,巴陵縣,113.097656,29.371260,湖南岳阳市市治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuezhou Fu,岳州府,,巴陵县,120006,POINT,121274,FROM_AC,孟刚,孟刚,,2002/10/11
275,Pingjiang Xian,平江县,平江縣,113.574943,28.709812,湖南平江县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuezhou Fu,岳州府,,平江县,120006,POINT,121275,FROM_AC,孟刚,孟刚,,2002/10/11
276,Linxiang Xian,临湘县,臨湘縣,113.292869,29.588139,湖南岳阳市陆城镇,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuezhou Fu,岳州府,,临湘县,120006,POINT,121276,FROM_AC,孟刚,孟刚,,2002/10/11
277,Huarong Xian,华容县,華容縣,112.559288,29.518757,湖南华容县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuezhou Fu,岳州府,,华容县,120006,POINT,121277,FROM_AC,孟刚,孟刚,,2002/10/11
278,Wuling Xian,武陵县,武陵縣,111.691300,29.034807,湖南常德市市治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Changde Fu,常德府,,武陵县,120006,POINT,121278,FROM_AC,孟刚,孟刚,,2002/10/11
279,Taoyuan Xian,桃源县,桃源縣,111.477768,28.901598,湖南桃源县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Changde Fu,常德府,,桃源县,120006,POINT,121279,FROM_AC,孟刚,孟刚,,2002/10/11
280,Longyang Xian,龙阳县,龍陽縣,111.969971,28.911768,湖南汉寿县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Changde Fu,常德府,,龙阳县,120006,POINT,121280,FROM_AC,孟刚,孟刚,,2002/10/11
281,Yuanling Xian,沅陵县,沅陵縣,110.396965,28.458191,湖南沅陵县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chenzhou Fu,辰州府,,沅陵县,120006,POINT,121281,FROM_AC,孟刚,孟刚,,2002/10/11
282,Luxi Xian,泸溪县,瀘溪縣,110.154221,28.280029,湖南泸溪县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chenzhou Fu,辰州府,,泸溪县,120006,POINT,121282,FROM_AC,孟刚,孟刚,,2002/10/11
283,Chenxi Xian,辰溪县,辰溪縣,110.182648,28.018482,湖南辰溪县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chenzhou Fu,辰州府,,辰溪县,120006,POINT,121283,FROM_AC,孟刚,孟刚,,2002/10/11
284,Xupu Xian,溆浦县,溆浦縣,110.595932,27.915644,湖南溆浦县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chenzhou Fu,辰州府,,溆浦县,120006,POINT,121284,FROM_AC,孟刚,孟刚,,2002/10/11
285,Yongshun Xian,永顺县,永順縣,109.852608,29.005901,湖南永顺县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yongshun Xian,永顺府,,永顺县,120006,POINT,121285,FROM_AC,孟刚,孟刚,,2002/10/11
286,Longshan Xian,龙山县,龍山縣,109.437904,29.458569,湖南龙山县县治民安镇,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yongshun Xian,永顺府,,龙山县,120006,POINT,121286,FROM_AC,孟刚,孟刚,,2002/10/11
287,Baojing Xian,保靖县,保靖縣,109.648125,28.708584,湖南保靖县县治迁陵镇,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yongshun Xian,永顺府,,保靖县,120006,POINT,121287,FROM_AC,孟刚,孟刚,,2002/10/11
288,Sangzhi Xian,桑植县,桑植縣,110.162369,29.392685,湖南桑植县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yongshun Xian,永顺府,,桑植县,120006,POINT,121288,FROM_AC,孟刚,孟刚,,2002/10/11
289,Zhijiang Xian,芷江县,芷江縣,109.684082,27.447302,湖南芷江县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuanzhou Fu,沅州府,,芷江县,120006,POINT,121289,FROM_AC,孟刚,孟刚,,2002/10/11
290,Qianyang Xian,黔阳县,黔陽縣,109.811852,27.195129,湖南黔阳县黔城镇,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuanzhou Fu,沅州府,,黔阳县,120006,POINT,121291,FROM_AC,孟刚,孟刚,,2002/10/11
291,Mayang Xian,麻阳县,麻陽縣,109.648402,27.720222,湖南麻阳县轻土坪东,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Yuanzhou Fu,沅州府,,麻阳县,120006,POINT,121292,FROM_AC,孟刚,孟刚,,2002/10/11
292,Yongxing Xian,永兴县,永興縣,113.114944,26.133934,湖南永兴县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chen Zhou,郴州,,永兴县,120006,POINT,121293,FROM_AC,孟刚,孟刚,,2002/10/11
293,Yizhang Xian,宜章县,宜章縣,112.942116,25.401428,湖南宜章县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chen Zhou,郴州,,宜章县,120006,POINT,121294,FROM_AC,孟刚,孟刚,,2002/10/11
294,Xingning Xian,兴宁县,興寧縣,113.400673,25.969877,湖南资兴市兴宁镇,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chen Zhou,郴州,,兴宁县,120006,POINT,121295,FROM_AC,孟刚,孟刚,,2002/10/11
295,Guiyang Xian,桂阳县,桂陽縣,113.679718,25.551720,湖南汝城县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chen Zhou,郴州,,桂阳县,120006,POINT,121296,FROM_AC,孟刚,孟刚,,2002/10/11
296,Guidong Xian,桂东县,桂東縣,113.933128,26.082670,湖南桂东县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Chen Zhou,郴州,,桂东县,120006,POINT,121297,FROM_AC,孟刚,孟刚,,2002/10/11
297,Huitong Xian,会同县,會同縣,109.713547,26.861492,湖南会同县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Jing Zhou,靖州,,会同县,120006,POINT,121298,FROM_AC,孟刚,孟刚,,2002/10/11
298,Tongdao Xian,通道县,通道縣,109.625748,26.319410,湖南通道县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Jing Zhou,靖州,,通道县,120006,POINT,121299,FROM_AC,孟刚,孟刚,,2002/10/11
299,Suining Xian,绥宁县,綏寧縣,110.026772,26.491054,湖南绥宁县寨市镇附近,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Jing Zhou,靖州,,绥宁县,120006,POINT,121300,FROM_AC,孟刚,孟刚,,2002/10/11
300,Anxiang Xian,安乡县,安鄉縣,112.167397,29.408680,湖南安乡县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Li Zhou,澧州,,安乡县,120006,POINT,121301,FROM_AC,孟刚,孟刚,,2002/10/11
301,Shimen Xian,石门县,石門縣,111.373611,29.588543,湖南石门县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Li Zhou,澧州,,石门县,120006,POINT,121302,FROM_AC,孟刚,孟刚,,2002/10/11
302,Cili Xian,慈利县,慈利縣,111.121712,29.426342,湖南慈利县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Li Zhou,澧州,,慈利县,120006,POINT,121303,FROM_AC,孟刚,孟刚,,2002/10/11
303,Anfu Xian,安福县,安福縣,111.652016,29.448666,湖南临灃县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Li Zhou,澧州,,安福县,120006,POINT,121304,FROM_AC,孟刚,孟刚,,2002/10/11
304,Yongding Xian,永定县,永定縣,110.484711,29.127953,湖南大庸市市治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Li Zhou,澧州,,永定县,120006,POINT,121305,FROM_AC,孟刚,孟刚,,2002/10/11
305,Linwu Xian,临武县,臨武縣,112.538384,25.281508,湖南临武县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Guiyang Zhou,桂阳州,,临武县,120006,POINT,121306,FROM_AC,孟刚,孟刚,,2002/10/11
306,Jiahe Xian,嘉禾县,嘉禾縣,112.358688,25.586987,湖南嘉禾县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Guiyang Zhou,桂阳州,,嘉禾县,120006,POINT,121307,FROM_AC,孟刚,孟刚,,2002/10/11
307,Lanshan Xian,蓝山县,藍山縣,112.177765,25.372412,湖南蓝山县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Guiyang Zhou,桂阳州,,蓝山县,120006,POINT,121308,FROM_AC,孟刚,孟刚,,2002/10/11
308,Yuanjiang Xian,沅江县,沅江縣,112.379974,28.837835,湖南沅江县县治,Xian,县,6,1911,9,1911,9,,,Hunan,湖南,Changde Fu,常德府,,沅江县,120006,POINT,121309,FROM_AC,孟刚,孟刚,,2002/10/11
309,Ankang Xian,安康县,安康縣,109.026970,32.693626,陕西安康市治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xing'an Fu,兴安府,,安康县,120003,POINT,121310,FROM_AC,左鹏,左鹏,,2002/06/25
310,Ningshan Ting,宁陕厅,寧陜廳,108.320994,33.364969,陕西省宁陕县老城,Ting,厅,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,宁陕厅,120003,POINT,121311,FROM_FD,左鹏,左鹏,,2002/06/25
311,Xiaoyi Ting,孝义厅,孝義廳,109.113205,33.679565,陕西省柞水县县治,Ting,厅,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,孝义厅,120003,POINT,121312,FROM_AC,左鹏,左鹏,,2002/06/25
312,Xianyang Xian,咸阳县,咸陽縣,108.709946,34.339054,陕西省咸阳市治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,咸阳县,120003,POINT,121313,FROM_AC,左鹏,左鹏,,2002/06/25
313,Xingping Xian,兴平县,興平縣,108.482605,34.298721,陕西省兴平市治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,兴平县,120003,POINT,121314,FROM_AC,左鹏,左鹏,,2002/06/25
314,Lintong Xian,临潼县,臨潼縣,109.212723,34.368351,陕西省西安市临潼区骊山镇,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,临潼县,120003,POINT,121315,FROM_AC,左鹏,左鹏,,2002/06/25
315,Gaoling Xian,高陵县,高陵縣,109.080475,34.533325,陕西省高陵县,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,高陵县,120003,POINT,121316,FROM_AC,左鹏,左鹏,,2002/06/25
316,Hu Xian,鄠县,鄠縣,108.603897,34.111820,陕西省户县县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,鄠县,120003,POINT,121317,FROM_AC,左鹏,左鹏,,2002/06/25
317,Lantian Xian,蓝田县,藍田縣,109.321556,34.153698,陕西省蓝田县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,蓝田县,120003,POINT,121318,FROM_AC,左鹏,左鹏,,2002/06/25
318,Jingyang Xian,泾阳县,涇陽縣,108.837563,34.533337,陕西省泾阳县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,泾阳县,120003,POINT,121319,FROM_AC,左鹏,左鹏,,2002/06/25
319,Sanyuan Xian,三原县,三原縣,108.926292,34.619747,陕西省三原县县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,三原县,120003,POINT,121320,FROM_AC,左鹏,左鹏,,2002/06/25
320,Zhouzhi Xian,盩厔县,盩厔縣,108.211990,34.171139,陕西省周至县县治二曲镇,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,盩厔县,120003,POINT,121321,FROM_AC,左鹏,左鹏,,2002/06/25
321,Weinan Xian,渭南县,渭南縣,109.501236,34.502998,陕西省渭南市市治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,渭南县,120003,POINT,121322,FROM_AC,左鹏,左鹏,,2002/06/25
322,Fuping Xian,富平县,富平縣,109.161568,34.754429,陕西省富平县县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,富平县,120003,POINT,121323,FROM_AC,左鹏,左鹏,,2002/06/25
323,Liquan Xian,醴泉县,醴泉縣,108.416565,34.489967,陕西省礼泉县县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,醴泉县,120003,POINT,121324,FROM_AC,左鹏,左鹏,,2002/06/25
324,Tongguan Xian,同官县,同官縣,109.092863,35.115168,陕西省铜川市北,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,同官县,120003,POINT,121325,FROM_FD,左鹏,左鹏,,2002/06/25
325,Yao Zhou,耀州,耀州,108.971466,34.913269,陕西省耀县县治,Zhou,州,6,1911,9,1911,9,,,Shannxi,陕西,Xi'an Fu,西安府,,耀州,120003,POINT,121326,FROM_AC,左鹏,左鹏,,2002/06/25
326,Fengxiang Xian,凤翔县,鳳翔縣,107.385918,34.522518,陕西省凤翔县县治,Xian,县,6,1911,9,1911,9,,,Shannxi,陕西,Fengxiang Fu,凤翔府,,凤翔县,120003,POINT,121327,FROM_AC,左鹏,左鹏,,2002/06/25
